path,q_1,a_1,q_2,a_2,q_3,a_3,q_4,a_4
./datasets/csv/data_file_034.csv,What is the average age in the dataset?,42.3,What is the correlation between weight and caloric intake?,0.1634537016935138,What is the highest caloric intake and what is their name?,"(5998, 'Elizabeth')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_035.csv,What is the average age in the dataset?,38.28,What is the correlation between weight and caloric intake?,0.15186624492257567,What is the highest caloric intake and what is their name?,"(5967, 'Anthony')",What is the highest age with a caloric intake less than 2000?,68
./datasets/csv/data_file_036.csv,What is the average age in the dataset?,43.18,What is the correlation between weight and caloric intake?,0.09961245224425105,What is the highest caloric intake and what is their name?,"(5917, 'Sean')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_037.csv,What is the average age in the dataset?,38.87,What is the correlation between weight and caloric intake?,0.12272370099933984,What is the highest caloric intake and what is their name?,"(5965, 'Scott')",What is the highest age with a caloric intake less than 2000?,68
./datasets/csv/data_file_038.csv,What is the average age in the dataset?,40.12,What is the correlation between weight and caloric intake?,0.012023097134945648,What is the highest caloric intake and what is their name?,"(5995, 'Jose')",What is the highest age with a caloric intake less than 2000?,65
./datasets/csv/data_file_039.csv,What is the average age in the dataset?,39.44,What is the correlation between weight and caloric intake?,0.1773174697416311,What is the highest caloric intake and what is their name?,"(5948, 'Cindy')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_040.csv,What is the average age in the dataset?,41.02,What is the correlation between weight and caloric intake?,-0.12113301274793253,What is the highest caloric intake and what is their name?,"(5839, 'Paula')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_041.csv,What is the average age in the dataset?,40.08,What is the correlation between weight and caloric intake?,0.04741280553884594,What is the highest caloric intake and what is their name?,"(5899, 'Angel')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_042.csv,What is the average age in the dataset?,40.62,What is the correlation between weight and caloric intake?,0.16261314376776803,What is the highest caloric intake and what is their name?,"(5995, 'Christine')",What is the highest age with a caloric intake less than 2000?,68
./datasets/csv/data_file_043.csv,What is the average age in the dataset?,41.16,What is the correlation between weight and caloric intake?,-0.05570779900208808,What is the highest caloric intake and what is their name?,"(5996, 'Melissa')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_044.csv,What is the average age in the dataset?,39.28,What is the correlation between weight and caloric intake?,-0.027516173629108263,What is the highest caloric intake and what is their name?,"(5969, 'Diana')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_045.csv,What is the average age in the dataset?,40.32,What is the correlation between weight and caloric intake?,0.03369332661489957,What is the highest caloric intake and what is their name?,"(5970, 'Thomas')",What is the highest age with a caloric intake less than 2000?,68
./datasets/csv/data_file_046.csv,What is the average age in the dataset?,39.62,What is the correlation between weight and caloric intake?,0.05501714091654857,What is the highest caloric intake and what is their name?,"(5954, 'Stephanie')",What is the highest age with a caloric intake less than 2000?,63
./datasets/csv/data_file_047.csv,What is the average age in the dataset?,36.91,What is the correlation between weight and caloric intake?,-0.10159528569296702,What is the highest caloric intake and what is their name?,"(5977, 'Sam')",What is the highest age with a caloric intake less than 2000?,64
./datasets/csv/data_file_048.csv,What is the average age in the dataset?,41.33,What is the correlation between weight and caloric intake?,0.04132036195774378,What is the highest caloric intake and what is their name?,"(5964, 'Barbara')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_049.csv,What is the average age in the dataset?,40.68,What is the correlation between weight and caloric intake?,0.022442832264905677,What is the highest caloric intake and what is their name?,"(5872, 'Crystal')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_050.csv,What is the average age in the dataset?,40.07,What is the correlation between weight and caloric intake?,-0.032731954597596695,What is the highest caloric intake and what is their name?,"(5982, 'Ricardo')",What is the highest age with a caloric intake less than 2000?,66
./datasets/csv/data_file_051.csv,What is the average age in the dataset?,39.67,What is the correlation between weight and caloric intake?,-0.03746237772291514,What is the highest caloric intake and what is their name?,"(5956, 'Joe')",What is the highest age with a caloric intake less than 2000?,67
./datasets/csv/data_file_052.csv,What is the average age in the dataset?,41.17,What is the correlation between weight and caloric intake?,0.0849265794166064,What is the highest caloric intake and what is their name?,"(5847, 'Jesus')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_053.csv,What is the average age in the dataset?,40.59,What is the correlation between weight and caloric intake?,-0.2172862621530955,What is the highest caloric intake and what is their name?,"(5970, 'Jonathan')",What is the highest age with a caloric intake less than 2000?,67
./datasets/csv/data_file_054.csv,What is the average age in the dataset?,36.09,What is the correlation between weight and caloric intake?,0.1987605482664918,What is the highest caloric intake and what is their name?,"(5994, 'Barbara')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_055.csv,What is the average age in the dataset?,39.78,What is the correlation between weight and caloric intake?,-0.06121901298707313,What is the highest caloric intake and what is their name?,"(5958, 'Liz')",What is the highest age with a caloric intake less than 2000?,67
./datasets/csv/data_file_056.csv,What is the average age in the dataset?,40.46,What is the correlation between weight and caloric intake?,-0.04115990206899474,What is the highest caloric intake and what is their name?,"(5965, 'Francisco')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_057.csv,What is the average age in the dataset?,41.04,What is the correlation between weight and caloric intake?,0.07864305280121167,What is the highest caloric intake and what is their name?,"(5857, 'Cheryl')",What is the highest age with a caloric intake less than 2000?,64
./datasets/csv/data_file_058.csv,What is the average age in the dataset?,40.45,What is the correlation between weight and caloric intake?,0.18825883237940402,What is the highest caloric intake and what is their name?,"(5801, 'Nicole')",What is the highest age with a caloric intake less than 2000?,67
./datasets/csv/data_file_059.csv,What is the average age in the dataset?,40.29,What is the correlation between weight and caloric intake?,-0.10919754411850872,What is the highest caloric intake and what is their name?,"(5903, 'Jaime')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_060.csv,What is the average age in the dataset?,37.59,What is the correlation between weight and caloric intake?,0.1735996571207169,What is the highest caloric intake and what is their name?,"(5843, 'Jennifer')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_061.csv,What is the average age in the dataset?,40.39,What is the correlation between weight and caloric intake?,0.1088945633830878,What is the highest caloric intake and what is their name?,"(5934, 'Mark')",What is the highest age with a caloric intake less than 2000?,67
./datasets/csv/data_file_062.csv,What is the average age in the dataset?,40.24,What is the correlation between weight and caloric intake?,-0.10522311140560468,What is the highest caloric intake and what is their name?,"(5907, 'Adriana')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_063.csv,What is the average age in the dataset?,42.25,What is the correlation between weight and caloric intake?,0.026796064943126516,What is the highest caloric intake and what is their name?,"(5877, 'Rafael')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_064.csv,What is the average age in the dataset?,40.6,What is the correlation between weight and caloric intake?,0.029632543703295114,What is the highest caloric intake and what is their name?,"(5981, 'Hector')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_065.csv,What is the average age in the dataset?,38.52,What is the correlation between weight and caloric intake?,-0.009037339745765241,What is the highest caloric intake and what is their name?,"(5955, 'Amy')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_066.csv,What is the average age in the dataset?,40.75,What is the correlation between weight and caloric intake?,-0.06760141635705244,What is the highest caloric intake and what is their name?,"(5937, 'Wendy')",What is the highest age with a caloric intake less than 2000?,68
./datasets/csv/data_file_067.csv,What is the average age in the dataset?,40.92,What is the correlation between weight and caloric intake?,0.13876677953042915,What is the highest caloric intake and what is their name?,"(5970, 'David')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_068.csv,What is the average age in the dataset?,38.69,What is the correlation between weight and caloric intake?,0.007758233156706618,What is the highest caloric intake and what is their name?,"(6000, 'Tom')",What is the highest age with a caloric intake less than 2000?,63
./datasets/csv/data_file_069.csv,What is the average age in the dataset?,38.31,What is the correlation between weight and caloric intake?,0.13658594036415636,What is the highest caloric intake and what is their name?,"(5982, 'Jessica')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_070.csv,What is the average age in the dataset?,40.44,What is the correlation between weight and caloric intake?,0.06849902717010692,What is the highest caloric intake and what is their name?,"(5978, 'Megan')",What is the highest age with a caloric intake less than 2000?,58
./datasets/csv/data_file_071.csv,What is the average age in the dataset?,39.55,What is the correlation between weight and caloric intake?,-0.1637201918640163,What is the highest caloric intake and what is their name?,"(5934, 'Diane')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_072.csv,What is the average age in the dataset?,44.83,What is the correlation between weight and caloric intake?,-0.0299262248083425,What is the highest caloric intake and what is their name?,"(5944, 'Christopher')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_073.csv,What is the average age in the dataset?,43.39,What is the correlation between weight and caloric intake?,-0.030230190889911246,What is the highest caloric intake and what is their name?,"(5987, 'Jay')",What is the highest age with a caloric intake less than 2000?,67
./datasets/csv/data_file_074.csv,What is the average age in the dataset?,37.83,What is the correlation between weight and caloric intake?,0.003923407598260359,What is the highest caloric intake and what is their name?,"(5975, 'Scott')",What is the highest age with a caloric intake less than 2000?,66
./datasets/csv/data_file_075.csv,What is the average age in the dataset?,39.53,What is the correlation between weight and caloric intake?,-0.08763687841692833,What is the highest caloric intake and what is their name?,"(5958, 'Tiffany')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_076.csv,What is the average age in the dataset?,38.6,What is the correlation between weight and caloric intake?,0.030815389186384837,What is the highest caloric intake and what is their name?,"(5992, 'Sonia')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_077.csv,What is the average age in the dataset?,41.0,What is the correlation between weight and caloric intake?,0.2316585454074985,What is the highest caloric intake and what is their name?,"(5936, 'Ashley')",What is the highest age with a caloric intake less than 2000?,68
./datasets/csv/data_file_078.csv,What is the average age in the dataset?,41.95,What is the correlation between weight and caloric intake?,-0.015146429280021774,What is the highest caloric intake and what is their name?,"(5923, 'Erin')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_079.csv,What is the average age in the dataset?,40.9,What is the correlation between weight and caloric intake?,-0.007404756462657785,What is the highest caloric intake and what is their name?,"(5990, 'David')",What is the highest age with a caloric intake less than 2000?,68
./datasets/csv/data_file_080.csv,What is the average age in the dataset?,37.29,What is the correlation between weight and caloric intake?,-0.06790279526335749,What is the highest caloric intake and what is their name?,"(5980, 'Carmen')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_081.csv,What is the average age in the dataset?,39.12,What is the correlation between weight and caloric intake?,-0.05425903705003774,What is the highest caloric intake and what is their name?,"(5921, 'Jay')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_082.csv,What is the average age in the dataset?,38.26,What is the correlation between weight and caloric intake?,-0.03946079546639105,What is the highest caloric intake and what is their name?,"(5948, 'Miguel')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_083.csv,What is the average age in the dataset?,41.16,What is the correlation between weight and caloric intake?,0.005016614108493662,What is the highest caloric intake and what is their name?,"(5983, 'Janet')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_084.csv,What is the average age in the dataset?,41.02,What is the correlation between weight and caloric intake?,-0.0454757719874788,What is the highest caloric intake and what is their name?,"(5650, 'Amy')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_085.csv,What is the average age in the dataset?,39.23,What is the correlation between weight and caloric intake?,-0.06608791258921845,What is the highest caloric intake and what is their name?,"(5986, 'Stephanie')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_086.csv,What is the average age in the dataset?,39.98,What is the correlation between weight and caloric intake?,0.07370564104706402,What is the highest caloric intake and what is their name?,"(5987, 'Joel')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_087.csv,What is the average age in the dataset?,43.55,What is the correlation between weight and caloric intake?,0.03193802420501244,What is the highest caloric intake and what is their name?,"(5993, 'Megan')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_088.csv,What is the average age in the dataset?,42.38,What is the correlation between weight and caloric intake?,-0.0728704700182539,What is the highest caloric intake and what is their name?,"(5977, 'Alejandro')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_089.csv,What is the average age in the dataset?,40.05,What is the correlation between weight and caloric intake?,-0.003109330430557212,What is the highest caloric intake and what is their name?,"(5994, 'Shannon')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_090.csv,What is the average age in the dataset?,41.01,What is the correlation between weight and caloric intake?,-0.05453129321857306,What is the highest caloric intake and what is their name?,"(5998, 'Mary')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_091.csv,What is the average age in the dataset?,40.62,What is the correlation between weight and caloric intake?,0.15064345519509545,What is the highest caloric intake and what is their name?,"(5998, 'Anthony')",What is the highest age with a caloric intake less than 2000?,68
./datasets/csv/data_file_092.csv,What is the average age in the dataset?,40.77,What is the correlation between weight and caloric intake?,0.029446267083453218,What is the highest caloric intake and what is their name?,"(5995, 'Dan')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_093.csv,What is the average age in the dataset?,41.83,What is the correlation between weight and caloric intake?,-0.00968621212595093,What is the highest caloric intake and what is their name?,"(5946, 'Joseph')",What is the highest age with a caloric intake less than 2000?,67
./datasets/csv/data_file_094.csv,What is the average age in the dataset?,43.94,What is the correlation between weight and caloric intake?,0.11322538203269378,What is the highest caloric intake and what is their name?,"(5963, 'Nicole')",What is the highest age with a caloric intake less than 2000?,68
./datasets/csv/data_file_095.csv,What is the average age in the dataset?,38.93,What is the correlation between weight and caloric intake?,0.034440243151021836,What is the highest caloric intake and what is their name?,"(5957, 'Charles')",What is the highest age with a caloric intake less than 2000?,69
./datasets/csv/data_file_096.csv,What is the average age in the dataset?,40.5,What is the correlation between weight and caloric intake?,-0.09518007724965842,What is the highest caloric intake and what is their name?,"(5934, 'Cesar')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_097.csv,What is the average age in the dataset?,39.74,What is the correlation between weight and caloric intake?,0.07129749441692783,What is the highest caloric intake and what is their name?,"(5928, 'Gloria')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_098.csv,What is the average age in the dataset?,38.34,What is the correlation between weight and caloric intake?,0.016038923368523562,What is the highest caloric intake and what is their name?,"(5914, 'Carmen')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_099.csv,What is the average age in the dataset?,40.92,What is the correlation between weight and caloric intake?,0.04947999048107192,What is the highest caloric intake and what is their name?,"(5942, 'Sandra')",What is the highest age with a caloric intake less than 2000?,70
./datasets/csv/data_file_100.csv,What is the average age in the dataset?,38.51,What is the correlation between weight and caloric intake?,-0.09305447263012405,What is the highest caloric intake and what is their name?,"(5916, 'Barbara')",What is the highest age with a caloric intake less than 2000?,69
